# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000252053.1	RNU6-1101P	snRNA	1	1	0	1.0930	0.4255	0.4407
ENSG00000252057.2	RNU7-174P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252060.1	RNA5SP464	rRNA_pseudogene	2	0	2	1.6395	0.6383	0.6611
ENSG00000252061.1	RNU6-415P	snRNA	25	24	1	22.8175	8.8834	9.2012
ENSG00000252062.1	RNU6-469P	snRNA	14	0	14	12.2718	4.7777	4.9486
ENSG00000252063.1	RNU6-1041P	snRNA	1	1	0	0.8680	0.3379	0.3500
ENSG00000252064.1	Y_RNA	misc_RNA	1	0	1	0.8432	0.3283	0.3400
ENSG00000252065.1	RNU6-864P	snRNA	1	1	0	0.8197	0.3191	0.3306
ENSG00000252066.1	RNU2-53P	snRNA	1	1	0	0.6023	0.2345	0.2429
ENSG00000252067.1	RNU4-71P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252068.1	RNU6-390P	snRNA	1	0	1	0.8595	0.3346	0.3466
ENSG00000252069.1	Y_RNA	misc_RNA	1	0	1	0.8274	0.3221	0.3337
ENSG00000252070.1	RNA5SP341	rRNA_pseudogene	3	2	1	2.2700	0.8838	0.9154
ENSG00000252072.1	RNA5SP320	rRNA_pseudogene	7	7	0	4.9978	1.9457	2.0154
ENSG00000252073.1	RNU6-947P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252074.1	RNU6-416P	snRNA	1	0	1	0.8595	0.3346	0.3466
ENSG00000252076.1	RN7SKP196	misc_RNA	1	1	0	0.2566	0.0999	0.1035
ENSG00000252079.1	RNU6-327P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252080.1	RNU7-99P	snRNA	1	0	1	1.4279	0.5559	0.5758
ENSG00000252081.1	RNU6-277P	snRNA	1	1	0	0.8352	0.3252	0.3368
ENSG00000252082.1	RNU6-547P	snRNA	4	4	0	3.4718	1.3517	1.4000
ENSG00000252083.1	AC026784.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252084.1	RN7SKP12	misc_RNA	2	1	1	1.2382	0.4821	0.4993
ENSG00000252086.1	RNA5SP76	rRNA_pseudogene	2	1	1	2.0352	0.7924	0.8207
ENSG00000252087.1	RN7SKP248	misc_RNA	17	0	17	4.9346	1.9211	1.9899
ENSG00000252089.1	RNU4ATAC7P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252091.1	RNU6-1146P	snRNA	1	1	0	0.8680	0.3379	0.3500
ENSG00000252094.1	RNA5SP410	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252096.1	AL389886.1	snoRNA	15	15	0	9.8369	3.8297	3.9667
ENSG00000252097.1	RNU6-346P	snRNA	1	0	1	0.7976	0.3105	0.3216
ENSG00000252098.1	Y_RNA	misc_RNA	8	8	0	6.8101	2.6513	2.7462
ENSG00000252101.2	RNU6-758P	snRNA	6	0	6	5.9684	2.3236	2.4068
ENSG00000252103.1	RNU6-917P	snRNA	1	0	1	0.8513	0.3314	0.3433
ENSG00000252104.1	RNU6-191P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252105.1	RNU1-143P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252106.2	RNY3P15	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252107.1	RNA5SP220	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252108.1	RNU6-1232P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252112.1	SNORD63	snoRNA	1	0	1	1.3833	0.5386	0.5578
ENSG00000252113.2	RNU6-523P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252115.1	Y_RNA	misc_RNA	0	27	0	0.0000	0.0000	0.0000
ENSG00000252116.1	RNU4ATAC4P	snRNA	1	1	0	0.7026	0.2736	0.2833
ENSG00000252117.1	RNU6-1108P	snRNA	2	2	0	1.7025	0.6628	0.6866
ENSG00000252118.1	RNU6ATAC39P	snRNA	35	0	35	20.7961	8.0964	8.3861
ENSG00000252119.1	AP002956.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252121.1	RNU6-970P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252122.1	AC009163.2	snoRNA	19	0	19	12.4600	4.8510	5.0245
ENSG00000252125.1	RNU6-1299P	snRNA	1	1	0	0.8853	0.3447	0.3570
ENSG00000252126.2	RNU6-313P	snRNA	4	0	4	3.1619	1.2310	1.2750
ENSG00000252128.1	SNORD27	snoRNA	3	1	2	3.6888	1.4361	1.4875
ENSG00000252129.1	SNORA74	snoRNA	0	2	0	0.0000	0.0000	0.0000
ENSG00000252130.1	RNU6-1045P	snRNA	24	1	23	19.8576	7.7310	8.0076
ENSG00000252132.1	RNU6-795P	snRNA	35	35	0	30.0837	11.7122	12.1313
ENSG00000252133.1	SNORA70	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252135.1	RNU1-155P	snRNA	4	0	4	2.6232	1.0213	1.0578
ENSG00000252136.1	AC004069.3	snoRNA	1	1	0	0.8197	0.3191	0.3306
ENSG00000252137.1	RNU6-1338P	snRNA	2	1	1	1.9458	0.7575	0.7846
ENSG00000252138.1	AC005774.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252139.1	AC090227.1	scaRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252141.1	RNU6-65P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252143.1	AP000557.1	scaRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252145.1	RNU6-1225P	snRNA	22	1	21	29.9647	11.6659	12.0833
ENSG00000252147.1	RNY3P16	misc_RNA	3	0	3	2.6297	1.0238	1.0604
ENSG00000252148.1	RNU6-1206P	snRNA	1	1	0	0.8595	0.3346	0.3466
ENSG00000252149.1	RNA5SP315	rRNA_pseudogene	1	1	0	0.7632	0.2971	0.3078
ENSG00000252151.1	RNU6-1265P	snRNA	2	2	0	1.7191	0.6693	0.6932
ENSG00000252153.1	MIR2278	miRNA	13	0	13	11.9887	4.6675	4.8345
ENSG00000252155.1	RNU6-941P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252156.1	RNU6-155P	snRNA	13	13	0	11.5092	4.4808	4.6411
ENSG00000252157.1	RNU6-479P	snRNA	13	0	13	10.9611	4.2674	4.4201
ENSG00000252158.1	SNORA72	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252161.1	RNA5SP318	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252162.1	RNU6-830P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252163.1	RN7SKP31	misc_RNA	2	2	0	0.6369	0.2480	0.2568
ENSG00000252164.1	RNA5SP282	rRNA_pseudogene	24	23	1	19.6738	7.6594	7.9335
ENSG00000252166.1	RNU1-95P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252167.1	RNA5SP287	rRNA_pseudogene	1	1	0	0.8595	0.3346	0.3466
ENSG00000252169.1	RNA5SP200	rRNA_pseudogene	1	0	1	0.8595	0.3346	0.3466
ENSG00000252170.2	AL138745.1	snoRNA	2	2	0	2.4592	0.9574	0.9917
ENSG00000252171.1	Y_RNA	misc_RNA	5	5	0	3.9173	1.5251	1.5797
ENSG00000252172.1	RNU6-720P	snRNA	43	42	1	35.2488	13.7232	14.2142
ENSG00000252173.1	RNU6-109P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252174.1	RNU7-18P	snRNA	28	28	0	39.9822	15.5660	16.1229
ENSG00000252178.1	RNU7-69P	snRNA	2	0	2	2.8559	1.1119	1.1516
ENSG00000252179.1	RNA5SP255	rRNA_pseudogene	1	1	0	0.8274	0.3221	0.3337
ENSG00000252182.1	RNA5SP413	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252183.1	RNU6-948P	snRNA	2	1	1	1.6548	0.6443	0.6673
ENSG00000252184.1	RNU2-10P	snRNA	15	15	0	6.2937	2.4503	2.5380
ENSG00000252185.1	RNU6-752P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252186.1	RNU6-781P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252188.1	AC013429.2	snoRNA	1	0	1	0.7378	0.2872	0.2975
ENSG00000252190.1	AL592064.1	scaRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252191.1	RNU6-751P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252192.1	AC127002.1	snoRNA	28	0	28	19.2162	7.4813	7.7490
ENSG00000252193.1	AL021395.2	scaRNA	1	0	1	0.7083	0.2757	0.2856
ENSG00000252198.1	Y_RNA	misc_RNA	1	0	1	0.5942	0.2313	0.2396
ENSG00000252199.1	SNORA70	snoRNA	1	1	0	0.9319	0.3628	0.3758
ENSG00000252200.1	AC243964.2	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252202.1	Y_RNA	misc_RNA	9	0	9	8.2999	3.2313	3.3469
ENSG00000252204.1	AC023050.2	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252205.1	RNU6-764P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252206.1	RNU7-40P	snRNA	18	0	18	24.8996	9.6940	10.0408
ENSG00000252207.1	RNA5SP365	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252209.1	RNU1-48P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252210.1	Y_RNA	misc_RNA	2	2	0	2.0831	0.8110	0.8400
ENSG00000252211.1	RNA5SP473	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252212.1	RNU2-58P	snRNA	5	1	4	2.4189	0.9417	0.9754
ENSG00000252213.1	SNORA74D	snoRNA	594	0	594	372.9643	145.2034	150.3985
ENSG00000252214.1	RNU6-542P	snRNA	2	2	0	1.7191	0.6693	0.6932
ENSG00000252217.1	Y_RNA	misc_RNA	6	6	1	5.5332	2.1542	2.2313
ENSG00000252218.1	AL355802.2	scaRNA	25	25	0	17.4275	6.7849	7.0277
ENSG00000252219.2	MIR892C	miRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252220.1	RNU6-977P	snRNA	13	0	13	11.1739	4.3503	4.5059
ENSG00000252222.1	RNU7-13P	snRNA	11	2	9	15.7073	6.1152	6.3340
ENSG00000252223.1	RNU6-1049P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252224.1	RNU4ATAC15P	snRNA	1	0	1	0.7026	0.2736	0.2833
ENSG00000252225.1	Y_RNA	misc_RNA	8	2	6	7.7830	3.0301	3.1385
ENSG00000252228.1	AL669914.1	snoRNA	1	1	0	0.5465	0.2128	0.2204
ENSG00000252230.1	AC020910.1	snoRNA	16	0	16	16.4711	6.4126	6.6420
ENSG00000252231.1	RNA5SP67	rRNA_pseudogene	3	2	1	2.0274	0.7893	0.8176
ENSG00000252233.1	RN7SKP253	misc_RNA	29	0	29	8.3088	3.2348	3.3505
ENSG00000252236.1	AL135927.1	snoRNA	3	3	0	1.8837	0.7334	0.7596
ENSG00000252237.1	RNU4-54P	snRNA	7	7	0	4.8041	1.8703	1.9372
ENSG00000252238.1	AC092169.1	snoRNA	1	1	0	1.0540	0.4103	0.4250
ENSG00000252242.1	RNU7-115P	snRNA	22	1	21	35.4128	13.7870	14.2803
ENSG00000252243.1	RNU6-412P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252244.1	RNU7-3P	snRNA	17	17	0	24.2749	9.4508	9.7889
ENSG00000252246.1	RNA5SP92	rRNA_pseudogene	12	0	12	9.6580	3.7601	3.8946
ENSG00000252247.2	RNU6-70P	snRNA	2	1	1	2.9511	1.1489	1.1900
ENSG00000252249.1	AL391336.2	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252250.1	Y_RNA	misc_RNA	38	38	0	36.1743	14.0835	14.5874
ENSG00000252252.1	RNU6-687P	snRNA	1	1	0	0.9947	0.3873	0.4011
ENSG00000252254.1	Y_RNA	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252255.1	RNU2-35P	snRNA	13	1	12	8.1050	3.1555	3.2684
ENSG00000252257.1	RN7SKP265	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252258.1	SNORA70	snoRNA	1	1	0	0.6657	0.2592	0.2684
ENSG00000252259.1	RNA5SP49	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252260.1	RNA5SP461	rRNA_pseudogene	1	1	0	0.8513	0.3314	0.3433
ENSG00000252261.1	RNA5SP262	rRNA_pseudogene	1	1	0	0.7026	0.2736	0.2833
ENSG00000252262.1	RNA5SP61	rRNA_pseudogene	2	1	1	1.7706	0.6893	0.7140
ENSG00000252263.1	RNU6-659P	snRNA	1	1	0	0.8513	0.3314	0.3433
ENSG00000252264.1	RNU7-153P	snRNA	1	1	0	1.4279	0.5559	0.5758
ENSG00000252266.1	Y_RNA	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252267.1	RNA5SP495	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252268.1	RNA5SP417	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252269.1	RNU4ATAC12P	snRNA	59	59	0	46.2246	17.9963	18.6402
ENSG00000252271.1	RNU6-1110P	snRNA	3	3	0	2.6297	1.0238	1.0604
ENSG00000252272.1	RNA5SP470	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252273.1	RNU6-426P	snRNA	1	1	0	0.9127	0.3553	0.3680
ENSG00000252274.1	AC080037.1	scaRNA	48	0	48	31.0185	12.0762	12.5083
ENSG00000252275.1	RNU7-192P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252277.1	SNORD116-30	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252279.1	RNU6-406P	snRNA	1	1	0	0.8274	0.3221	0.3337
ENSG00000252282.1	RNU6-1089P	snRNA	6	0	6	5.1076	1.9885	2.0597
ENSG00000252283.1	Vault	misc_RNA	49	0	49	42.5300	16.5579	17.1503
ENSG00000252284.1	SNORA108	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252287.1	RNA5SP24	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252288.1	RNU6-966P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252289.1	RNA5SP519	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252290.1	AL442065.1	snoRNA	6	6	0	4.0242	1.5667	1.6228
ENSG00000252291.1	AC079173.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252292.1	RN7SKP238	misc_RNA	4	0	4	1.4222	0.5537	0.5735
ENSG00000252294.1	RNU6-589P	snRNA	1	1	0	0.8274	0.3221	0.3337
ENSG00000252296.2	AL359641.1	snoRNA	1	1	0	0.9947	0.3873	0.4011
ENSG00000252297.1	RNU6-875P	snRNA	11	10	1	9.1873	3.5768	3.7048
ENSG00000252301.1	RNA5SP134	rRNA_pseudogene	6	5	1	5.5332	2.1542	2.2313
ENSG00000252302.1	RNA5SP147	rRNA_pseudogene	1	1	0	0.8122	0.3162	0.3275
ENSG00000252305.1	SNORA74	snoRNA	10	1	9	4.9184	1.9149	1.9834
ENSG00000252307.1	RNA5SP153	rRNA_pseudogene	1	0	1	1.1649	0.4535	0.4697
ENSG00000252311.1	RNU1-103P	snRNA	8	0	8	5.6660	2.2059	2.2848
ENSG00000252312.1	RN7SKP21	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252313.1	RNA5SP281	rRNA_pseudogene	2	1	1	1.3116	0.5106	0.5289
ENSG00000252315.1	RNA5SP520	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252316.1	RNY4	misc_RNA	206	0	206	189.9748	73.9614	76.6077
ENSG00000252317.1	Y_RNA	misc_RNA	3	0	3	2.8559	1.1119	1.1516
ENSG00000252319.1	Y_RNA	misc_RNA	3	2	1	2.6828	1.0445	1.0818
ENSG00000252320.1	RNU6-320P	snRNA	1	1	0	0.8352	0.3252	0.3368
ENSG00000252321.1	RN7SKP83	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252322.1	RN7SKP244	misc_RNA	7	0	7	2.0186	0.7859	0.8140
ENSG00000252323.1	RNU6-184P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252325.1	RNU6-1038P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252326.1	SNORD116-25	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252328.1	Vault	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252329.1	AC013549.2	scaRNA	51	51	0	26.2507	10.2200	10.5857
ENSG00000252332.1	RNU6-911P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252333.1	RNU6-964P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252334.1	RNU6-1337P	snRNA	10	2	8	9.3192	3.6282	3.7580
ENSG00000252335.1	RNU6-62P	snRNA	4	4	0	3.4718	1.3517	1.4000
ENSG00000252336.1	RNA5SP148	rRNA_pseudogene	1	1	0	0.9418	0.3667	0.3798
ENSG00000252337.1	AC114940.2	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252338.1	RNU6-503P	snRNA	1	1	0	0.8432	0.3283	0.3400
ENSG00000252339.1	RNU6-1061P	snRNA	7	1	6	6.2598	2.4371	2.5243
ENSG00000252341.1	Y_RNA	misc_RNA	8	0	8	6.5579	2.5531	2.6445
ENSG00000252342.1	RNA5SP164	rRNA_pseudogene	1	0	1	0.8048	0.3133	0.3246
ENSG00000252343.1	RNU2-34P	snRNA	2	0	2	1.4633	0.5697	0.5901
ENSG00000252346.1	RNA5SP121	rRNA_pseudogene	1	1	0	0.8766	0.3413	0.3535
ENSG00000252347.1	RNU6-1046P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252348.1	RNU6-1256P	snRNA	4	0	4	3.4381	1.3385	1.3864
ENSG00000252349.1	AC005722.2	snoRNA	7	0	7	6.8101	2.6513	2.7462
ENSG00000252350.1	RPPH1-3P	ribozyme	2	1	1	0.5499	0.2141	0.2217
ENSG00000252351.1	RNU6ATAC12P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252352.1	AC115085.1	snoRNA	1	0	1	1.0294	0.4008	0.4151
ENSG00000252353.1	RNU7-25P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252355.1	RN7SKP287	misc_RNA	103	102	1	34.2812	13.3464	13.8239
ENSG00000252357.1	Y_RNA	misc_RNA	3	3	0	1.9821	0.7717	0.7993
ENSG00000252358.1	RN7SKP135	misc_RNA	1	0	1	0.3584	0.1395	0.1445
ENSG00000252361.1	RNU6-118P	snRNA	53	0	53	46.0019	17.9096	18.5503
ENSG00000252362.1	RNU6-506P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252363.1	RNU7-43P	snRNA	3	1	2	4.1499	1.6157	1.6735
ENSG00000252364.1	RNA5SP360	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252366.1	RNA5SP367	rRNA_pseudogene	1	0	1	0.7503	0.2921	0.3025
ENSG00000252367.1	Y_RNA	misc_RNA	2	0	2	1.9458	0.7575	0.7846
ENSG00000252368.1	RNA5SP43	rRNA_pseudogene	1	1	0	0.8048	0.3133	0.3246
ENSG00000252369.1	RNU7-51P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252370.1	RNA5SP438	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252371.1	RNU6-725P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252373.1	RNU6-358P	snRNA	1	1	0	1.1804	0.4596	0.4760
ENSG00000252374.1	Y_RNA	misc_RNA	1	0	1	0.9319	0.3628	0.3758
ENSG00000252376.1	RNA5SP395	rRNA_pseudogene	11	0	11	8.2530	3.2131	3.3280
ENSG00000252377.1	RNU6-504P	snRNA	57	56	1	48.5223	18.8908	19.5667
ENSG00000252383.1	RNU6-314P	snRNA	6	7	0	5.1076	1.9885	2.0597
ENSG00000252385.1	RNU6-68P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252386.1	RNU6-1018P	snRNA	1	0	1	0.8352	0.3252	0.3368
ENSG00000252390.1	RNU5F-4P	snRNA	1	0	1	0.7766	0.3023	0.3132
ENSG00000252391.1	RNU6-638P	snRNA	127	0	127	108.1111	42.0901	43.5960
ENSG00000252393.1	RNU6-1004P	snRNA	1	0	1	0.7976	0.3105	0.3216
ENSG00000252395.2	RNU6-1007P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252396.1	RN7SKP195	misc_RNA	2	0	2	0.5844	0.2275	0.2356
ENSG00000252397.1	RNU5A-4P	snRNA	5	6	0	3.9879	1.5526	1.6081
ENSG00000252398.1	Y_RNA	misc_RNA	7	5	2	5.7918	2.2549	2.3356
ENSG00000252400.1	RNU6-1291P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252401.1	RNU4ATAC6P	snRNA	2	2	0	1.4053	0.5471	0.5667
ENSG00000252404.1	AL158048.1	scaRNA	2	0	2	0.9623	0.3746	0.3881
ENSG00000252407.1	RNU7-183P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252408.1	AC005787.1	snoRNA	32	36	0	38.8085	15.1090	15.6496
ENSG00000252409.1	AC099537.1	scaRNA	14	3	11	7.4665	2.9069	3.0109
ENSG00000252410.1	RNU5B-3P	snRNA	2	2	0	1.5397	0.5994	0.6209
ENSG00000252411.1	RNU6-1087P	snRNA	2	1	1	1.7531	0.6825	0.7069
ENSG00000252412.1	Y_RNA	misc_RNA	12	12	0	11.1830	4.3538	4.5096
ENSG00000252413.1	RNU7-121P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252414.1	RNU6-100P	snRNA	17	0	17	14.1985	5.5278	5.7256
ENSG00000252415.1	RNU6-1012P	snRNA	1	0	1	0.8122	0.3162	0.3275
ENSG00000252416.1	RNU6-885P	snRNA	0	6	0	0.0000	0.0000	0.0000
ENSG00000252417.1	RNU7-179P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252420.1	Y_RNA	misc_RNA	3	3	0	2.5786	1.0039	1.0398
ENSG00000252421.1	RNU6-1069P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252422.1	RNA5SP476	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252423.1	RNU6-229P	snRNA	1	1	0	0.8680	0.3379	0.3500
ENSG00000252424.1	RNA5SP384	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252425.1	AC100834.1	snoRNA	3	3	0	2.6297	1.0238	1.0604
ENSG00000252426.1	RNU1-107P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252427.1	AC115088.1	snoRNA	7	0	7	5.7382	2.2340	2.3139
ENSG00000252428.1	RNA5SP285	rRNA_pseudogene	1	0	1	0.7440	0.2896	0.3000
ENSG00000252429.2	RNU7-29P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252431.1	RNU6-1247P	snRNA	11	11	0	9.9373	3.8688	4.0072
ENSG00000252433.1	AL133320.1	snoRNA	2	2	0	1.3116	0.5106	0.5289
ENSG00000252436.1	Y_RNA	misc_RNA	11	11	0	9.2748	3.6109	3.7401
ENSG00000252437.1	RNA5SP459	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252438.1	AL391314.1	snoRNA	30	0	30	36.3830	14.1647	14.6715
ENSG00000252441.1	AL589842.1	snoRNA	1	1	0	1.0930	0.4255	0.4407
ENSG00000252443.1	SNORA62	snoRNA	4	3	1	2.9511	1.1489	1.1900
ENSG00000252444.1	RNU6-344P	snRNA	8	8	0	6.3807	2.4841	2.5730
ENSG00000252446.1	RNU6-405P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252448.1	SNORA63	snoRNA	8	8	0	8.7439	3.4042	3.5260
ENSG00000252449.1	RNU6-139P	snRNA	4	4	0	3.2193	1.2534	1.2982
ENSG00000252450.1	Y_RNA	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252451.1	RNA5SP168	rRNA_pseudogene	39	0	39	30.8281	12.0021	12.4315
ENSG00000252452.1	RNU6-107P	snRNA	97	0	97	84.1921	32.7779	33.9506
ENSG00000252454.3	MIR2114	miRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252456.1	RNA5SP434	rRNA_pseudogene	13	0	13	9.5117	3.7031	3.8356
ENSG00000252457.1	RNU7-65P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252458.1	AC134043.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252459.1	AC026765.1	snoRNA	1	0	1	0.9319	0.3628	0.3758
ENSG00000252460.1	RNU6-635P	snRNA	1	1	0	0.8680	0.3379	0.3500
ENSG00000252461.1	AC133550.1	snoRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252462.1	RNU6-113P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252464.1	RN7SKP70	misc_RNA	33	0	33	10.7806	4.1971	4.3473
ENSG00000252466.1	MIR2115	miRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252467.1	RNU6-347P	snRNA	2	2	0	1.6863	0.6565	0.6800
ENSG00000252468.1	RNU2-57P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252469.1	RNU7-160P	snRNA	9	9	0	12.8514	5.0033	5.1824
ENSG00000252470.1	RNU6-551P	snRNA	1	1	0	0.8595	0.3346	0.3466
ENSG00000252472.1	RNU6-521P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252473.1	AC007684.1	snoRNA	99	0	99	64.9234	25.2761	26.1805
ENSG00000252474.1	RNU6-539P	snRNA	8	8	0	6.8763	2.6771	2.7729
ENSG00000252475.1	RNU6-1332P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252479.1	RNA5SP309	rRNA_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000252480.1	RNU6-719P	snRNA	5	1	4	4.2563	1.6571	1.7164
ENSG00000252481.1	SCARNA13	scaRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252482.1	RNU7-22P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252483.1	RNU6-1178P	snRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252484.1	RN7SKP49	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252485.1	Vault	misc_RNA	6	1	5	5.5915	2.1769	2.2548
ENSG00000252486.1	Y_RNA	misc_RNA	4	0	4	3.0267	1.1784	1.2205
ENSG00000252487.1	RNY4P20	misc_RNA	8	7	1	7.6157	2.9649	3.0710
ENSG00000252489.1	RNU6-197P	snRNA	4	3	1	3.5413	1.3787	1.4280
ENSG00000252490.1	RN7SKP66	misc_RNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000252491.1	RNU1-142P	snRNA	1	0	1	0.6106	0.2377	0.2462
ENSG00000252494.1	RNU6-126P	snRNA	27	0	27	23.2074	9.0352	9.3584
ENSG00000252496.1	RNA5SP33	rRNA_pseudogene	24	0	24	21.6813	8.4410	8.7430
ENSG00000252497.1	RPPH1-2P	ribozyme	0	0	0	0.0000	0.0000	0.0000
